batch_size,hidden_layers,layer_units,learning_rate,normalize,one_hot_encode,epochs,data_path,device,val_loss,train_time
32,4,16,0.015494317080173788,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,23.085513889408787,2.169081211090088
32,4,16,0.015494317080173788,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,22.71104866055742,2.103998899459839
32,4,16,0.015494317080173788,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.62390656529635,1.8819999694824219
32,4,16,0.015494317080173788,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.75383879082231,1.859999418258667
32,4,16,0.09492248891157283,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,24.554219037598948,2.109160900115967
32,4,16,0.09492248891157283,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,23.191896911128804,1.8840234279632568
32,4,16,0.09492248891157283,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.528532783050753,2.2752742767333984
32,4,16,0.09492248891157283,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,28.19782896409889,1.9119985103607178
32,4,16,0.0740666277617446,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,25.140652919111286,2.1310009956359863
32,4,16,0.0740666277617446,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.94501109356608,1.8799986839294434
32,4,16,0.0740666277617446,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.59987553554611,1.9699983596801758
32,4,16,0.0740666277617446,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.73279385897875,1.805999755859375
32,4,32,0.015494317080173788,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,25.522757304842564,2.251997470855713
32,4,32,0.015494317080173788,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,24.48491144913281,2.0189993381500244
32,4,32,0.015494317080173788,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,28.126339052324745,1.951216220855713
32,4,32,0.015494317080173788,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.907298513708774,1.7705342769622803
32,4,32,0.09492248891157283,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,26.868912068508454,1.74393892288208
32,4,32,0.09492248891157283,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,25.459887396480273,1.8330004215240479
32,4,32,0.09492248891157283,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.41648605735524,1.8619439601898193
32,4,32,0.09492248891157283,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,28.04588313226997,1.913985252380371
32,4,32,0.0740666277617446,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,24.050522587227704,2.0009987354278564
32,4,32,0.0740666277617446,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,22.744141715194264,1.936755895614624
32,4,32,0.0740666277617446,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,28.75215721993403,1.8269941806793213
32,4,32,0.0740666277617446,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.86271296779589,2.0029995441436768
32,4,64,0.015494317080173788,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,24.11829794652604,1.8849999904632568
32,4,64,0.015494317080173788,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,20.99258302770988,1.9180004596710205
32,4,64,0.015494317080173788,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.543923385278678,2.1640045642852783
32,4,64,0.015494317080173788,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,28.259533055167307,2.1599533557891846
32,4,64,0.09492248891157283,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.951211084867857,2.474454164505005
32,4,64,0.09492248891157283,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.709623583436535,2.1299991607666016
32,4,64,0.09492248891157283,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,28.025103296775228,1.8892195224761963
32,4,64,0.09492248891157283,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,28.37453559125737,1.8719995021820068
32,4,64,0.0740666277617446,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.976963812222202,1.7749989032745361
32,4,64,0.0740666277617446,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.807087945605677,1.725999355316162
32,4,64,0.0740666277617446,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.7400335061683,1.8889830112457275
32,4,64,0.0740666277617446,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.392956060784073,1.7249507904052734
32,8,16,0.015494317080173788,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,25.076981270161355,2.8449971675872803
32,8,16,0.015494317080173788,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,22.183903861023577,2.8126161098480225
32,8,16,0.015494317080173788,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.5005083071808,2.8739988803863525
32,8,16,0.015494317080173788,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.7213167156912,2.7919812202453613
32,8,16,0.09492248891157283,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,24.132184191298837,2.9419994354248047
32,8,16,0.09492248891157283,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,24.33197180017621,2.6783573627471924
32,8,16,0.09492248891157283,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.932650028632626,2.833000421524048
32,8,16,0.09492248891157283,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.779082199326062,2.7611348628997803
32,8,16,0.0740666277617446,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,22.075310084756108,2.9200000762939453
32,8,16,0.0740666277617446,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,26.02206312276256,2.589677572250366
32,8,16,0.0740666277617446,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.888324758524202,2.749328136444092
32,8,16,0.0740666277617446,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.712429890696654,2.67368221282959
32,8,32,0.015494317080173788,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,26.359276127926602,2.819999933242798
32,8,32,0.015494317080173788,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,23.798182134364605,2.6462295055389404
32,8,32,0.015494317080173788,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,28.040835738848894,2.8003036975860596
32,8,32,0.015494317080173788,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.562965620956348,2.787625551223755
32,8,32,0.09492248891157283,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,24.72461293904015,2.6627373695373535
32,8,32,0.09492248891157283,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,26.63304390620721,2.6998608112335205
32,8,32,0.09492248891157283,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,28.34740137640348,2.764997959136963
32,8,32,0.09492248891157283,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.709214461999355,2.7814247608184814
32,8,32,0.0740666277617446,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.464901918673288,2.675985097885132
32,8,32,0.0740666277617446,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,24.168713180004925,2.782714605331421
32,8,32,0.0740666277617446,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,28.176710438026625,2.7740001678466797
32,8,32,0.0740666277617446,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.693949025411136,2.8070006370544434
32,8,64,0.015494317080173788,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,24.39235464606571,2.690000534057617
32,8,64,0.015494317080173788,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.24603641627032,2.7899985313415527
32,8,64,0.015494317080173788,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.755524726296045,3.2649879455566406
32,8,64,0.015494317080173788,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.546295564976198,3.0999996662139893
32,8,64,0.09492248891157283,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.866205499413567,3.193887948989868
32,8,64,0.09492248891157283,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,28.168322807544634,2.786998987197876
32,8,64,0.09492248891157283,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,28.355080328652498,2.8829994201660156
32,8,64,0.09492248891157283,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,28.365481947273068,2.9720005989074707
32,8,64,0.0740666277617446,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,26.99048240476436,2.8909971714019775
32,8,64,0.0740666277617446,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,26.25450169790921,2.7400012016296387
32,8,64,0.0740666277617446,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.700968822516923,2.991818904876709
32,8,64,0.0740666277617446,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.76584075517608,2.757999897003174
64,4,16,0.015494317080173788,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.49306109190326,1.0010032653808594
64,4,16,0.015494317080173788,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.192153296079027,1.0149965286254883
64,4,16,0.015494317080173788,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.215892324163185,0.9621822834014893
64,4,16,0.015494317080173788,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.244192038406315,0.942000150680542
64,4,16,0.09492248891157283,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.23232781560238,1.1060004234313965
64,4,16,0.09492248891157283,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,29.329491219177008,1.0279841423034668
64,4,16,0.09492248891157283,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.1827783836625,1.1159980297088623
64,4,16,0.09492248891157283,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.237652443418042,0.9860000610351562
64,4,16,0.0740666277617446,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.272370118244954,0.9249997138977051
64,4,16,0.0740666277617446,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,28.61880977946776,0.9580011367797852
64,4,16,0.0740666277617446,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.23919803542473,0.9999539852142334
64,4,16,0.0740666277617446,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.237088152859755,1.0599987506866455
64,4,32,0.015494317080173788,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,23.35793284375564,1.0132625102996826
64,4,32,0.015494317080173788,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,29.350163099625348,1.3249690532684326
64,4,32,0.015494317080173788,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.278898942305638,1.3183183670043945
64,4,32,0.015494317080173788,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.225765994032276,1.1024408340454102
64,4,32,0.09492248891157283,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,25.390472475503422,1.4899976253509521
64,4,32,0.09492248891157283,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,26.00199847243567,1.8319995403289795
64,4,32,0.09492248891157283,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.313291570895355,1.3729968070983887
64,4,32,0.09492248891157283,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.171563869061313,0.9549984931945801
64,4,32,0.0740666277617446,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,27.849841505383832,1.005000114440918
64,4,32,0.0740666277617446,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,30.364607878599283,0.9927272796630859
64,4,32,0.0740666277617446,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.23906713052659,1.1020004749298096
64,4,32,0.0740666277617446,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.263785338337403,0.9790658950805664
64,4,64,0.015494317080173788,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,25.811524660466137,1.0156843662261963
64,4,64,0.015494317080173788,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,26.863434102826,1.0909972190856934
64,4,64,0.015494317080173788,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.202394207766734,1.0724754333496094
64,4,64,0.015494317080173788,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.26832685258609,1.0203361511230469
64,4,64,0.09492248891157283,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,30.245206594973958,1.0039987564086914
64,4,64,0.09492248891157283,True,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.274287827248163,1.0230019092559814
64,4,64,0.09492248891157283,False,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.17927524157423,0.9322874546051025
64,4,64,0.09492248891157283,False,False,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.302448467001696,1.27036714553833
64,4,64,0.0740666277617446,True,True,10,dataset\ico_dataset_cleaned_v2.csv,cuda,31.224878867703143,1.0481898784637451
